,job_location,main_rating,Work/Life Balance,Culture & Values,Diversity & Inclusion,Career Opportunities,Compensation and Benefits,Senior Management,Business Outlook,CEO Approval,Recommend,cons,post_title,pros,status,Work/Life Balance_rolling_10mean,Culture & Values_rolling_10mean,Diversity & Inclusion_rolling_10mean,Career Opportunities_rolling_10mean,Compensation and Benefits_rolling_10mean,Senior Management_rolling_10mean,country,company
2018-01-08,Technical Project Manager in Luxembourg,5.0,4.0,5.0,,5.0,4.0,5.0,V,V,V,Living expenses in Luxembourg might be higher than expectations,Amazing place to progress in your career,Very interesting role and good networking environment,"Current Employee, more than 3 years",2.6,3.2,,3.7,3.1,3.4,lux,pwc
2018-01-11,Senior Auditor in Luxembourg,3.0,1.0,2.0,,4.0,2.0,3.0,O,O,O,"A huge amount of stress with a lot of overtime that is not booked (no pay or compensatory holidays). Constant pressure, deadlines and unsatisfied managers. Poor work-life balance. Salary is average. Very high turnover of employees.",Senior auditor,"You learn a lot in a short amount of time. Access to knowledge sources, trainings and other skilled employees. Good for CV.","Current Employee, more than 3 years",2.2,3.0,,3.6,2.8,3.3,lux,pwc
2018-01-17,Student in Luxembourg,4.0,3.0,5.0,,5.0,4.0,5.0,V,-,V,High number of overtime hours,Intern,"diversity of projects
high number of employees","Current Employee, more than 1 year",2.4,3.3,,3.8,3.1,3.6,lux,pwc
2018-01-19,Anonymous Employee in Luxembourg,4.0,3.0,3.0,,,4.0,3.0,V,O,V,Too much work in the busy season. there is also a lot of new work that comes during the year,Audit,"Good environement and culture, it a good place to work. The town is alos quite and good for living woth the familly",Current Employee,2.5,3.4,,3.888888888888889,3.2,3.6,lux,pwc
2018-02-25,Student Assistant in Luxembourg,4.0,3.0,4.0,,3.0,3.0,5.0,O,O,O,- Not very international people (almost exclusively only French people),Good experience,"- Various industries across different countries
- Supportive environment",Former Intern,2.7,3.7,,4.111111111111111,3.4,4.0,lux,pwc
2018-02-26,Senior Tax Manager in Luxembourg,4.0,3.0,4.0,,5.0,4.0,3.0,-,V,V,"Administrative burden. High workload, which renders work / life balance not easily manageable. Some gap between perception / recognition of work provided and reward.",Senior tax manager,"Variety of different clients, industries and complexities. Great learning opportunities. Place where you can evolve rapidly to the extent you are committed to provide work with high quality standards.","Current Employee, more than 10 years",2.8,3.7,,4.222222222222222,3.5,3.9,lux,pwc
2018-02-27,Senior Tax Advisor in Luxembourg,5.0,3.0,5.0,,5.0,4.0,4.0,O,O,O,"Fast-paced, deadline-driven environments. No good work/private life",Great eperience,"Challenging environment, great carrier opporrtunities","Current Employee, more than 5 years",2.8,3.8,,4.222222222222222,3.6,3.8,lux,pwc
2018-03-01,Audit Senior in Luxembourg,5.0,2.0,5.0,,5.0,4.0,4.0,V,V,V,"Depending on which clients, might be very demanding job",Review,Very international and diversified environment,"Former Employee, more than 3 years",2.7,4.1,,4.555555555555555,3.6,4.0,lux,pwc
2018-03-28,Anonymous Employee in Luxembourg,4.0,3.0,2.0,,4.0,4.0,2.0,V,-,V,workload and pressure during busy season,good place to start a career,young and dynamic firm that helps employees to progress.,Current Employee,2.6,3.9,,4.444444444444445,3.7,3.7,lux,pwc
2018-04-03,Senior Advisor in Luxembourg,5.0,4.0,4.0,,4.0,4.0,4.0,O,O,O,Big company with a lot of procedures,Nice place to work,Good work life balance and a lot of internal career opportunities,"Current Employee, less than 1 year",2.9,3.9,,4.444444444444445,3.7,3.8,lux,pwc
2018-06-25,Senior Advisor in Luxembourg,4.0,3.0,4.0,,4.0,3.0,4.0,V,V,V,Sometime bureaucratic and jobs not of equal interest,Corporate Finance Senior Advisor,Large company with young people,"Current Employee, more than 3 years",2.8,3.8,,4.333333333333333,3.6,3.7,lux,pwc
2018-07-10,Senior Associate in Luxembourg,5.0,5.0,5.0,,5.0,5.0,5.0,V,V,V,- not applicable . . .,"Advisory, Audit and Assurance","- great employer
- lot of advantages","Current Employee, more than 1 year",3.2,4.1,,4.444444444444445,3.9,3.9,lux,pwc
2018-07-11,Audit Senior in Luxembourg,4.0,3.0,5.0,,5.0,4.0,4.0,V,V,V,Work Life balance is difficult in busy season,Great place to learn and evolve rapidly,Working environment is young and dynamic - great experience !,"Current Employee, more than 3 years",3.2,4.1,,4.444444444444445,3.9,3.8,lux,pwc
2018-07-25,AML Compliance Officer in Luxembourg,5.0,,,,,,,O,O,O,"Working environment, work pressure, salary, work/life balance,",AML Compliance Officer,"School of excellence, vibrant, busy environment, opportunities, global","Current Employee, more than 3 years",3.2222222222222223,4.222222222222222,,4.444444444444445,3.888888888888889,3.888888888888889,lux,pwc
2018-08-06,Senior Auditor in Luxembourg,5.0,,,,,,,O,O,V,> Not for someone who have low tolerance for overtime,Senior Auditor,"> For someone who prefer working in a very competitive environment, working with PwC is really a good choice. If you are really good PLUS you like what you are doing (both should come together), you can get promoted quickly.
> Good benefits
> Nice facilities
> International environment - You get to work with different nationalities. Everyone has their own management style and it can be really interesting to work with different personalities.","Former Employee, more than 1 year",3.25,4.25,,4.625,4.0,3.75,lux,pwc
2018-08-30,Anonymous Employee in Luxembourg,1.0,1.0,1.0,,1.0,1.0,1.0,O,O,X,very bad enviroment of work,audit,Very Good practice to work,"Former Employee, more than 3 years",3.0,3.875,,4.125,3.625,3.5,lux,pwc
2018-10-07,Développeur in Luxembourg,4.0,4.0,5.0,,3.0,2.0,3.0,-,O,V,"- Package
- Pyramid hierarchy
- Managing Resistance to Change
- Career dev",Good company to grow up your skill,"- Excellent to grow up quickly!
- Challenge every day 
- Corporate culture 
- Diversity
- Working environment","Current Employee, more than 3 years",3.125,3.875,,3.875,3.375,3.375,lux,pwc
2018-10-22,Audit Associate in Luxembourg,4.0,2.0,3.0,,4.0,4.0,4.0,O,-,V,"- répétitions des taches
- il arrive que des plus hauts gradués manquent de connaissances - bons en audit et ses procédures mais manque de connaissances profondes sur les sous jacents audités - frustrant 
- rythme de la période janvier - avril ( propre à l audit)",Ok,"- Ambiance 
- Salaire
- Possibilité d avoir des contacts direct avec des personnes hautes dans la hiérarchie","Current Employee, more than 1 year",3.125,3.625,,3.75,3.375,3.375,lux,pwc
2018-11-01,Senior Tax Advisor in Luxembourg,2.0,2.0,1.0,,4.0,3.0,2.0,O,-,X,"Rampant Bullying, the job description I was given in the interview phase was misleading. My department kept trying to insist that we were fullfilling an advisory role when in reality all we did was calculate taxable figures. The only knowledge required was I guess legal requirements.
The work was not intelectually stimulating.",GTC Department Sucks,PwC has some great qualities and you learn a lot and it can be great for your career development,"Former Employee, more than 1 year",3.0,3.5,,3.75,3.25,3.375,lux,pwc
2018-11-03,Senior Financial Auditor in Luxembourg,4.0,3.0,5.0,,4.0,3.0,4.0,V,V,V,Salary a bit low compared to the market,Pwc luxembourg,"New building, very spatious, nice atmosphere","Current Employee, more than 1 year",2.875,3.625,,3.75,3.125,3.375,lux,pwc
2019-01-02, in Luxembourg,2.0,4.0,2.0,,3.0,3.0,3.0,V,V,X,People are usually friendly but not so good at what they are doing and promotion are usually based on who you are friend with. The work is really divided to fragmented so your are working on the same thing all the time.,Nice atmosphere / poor knowledge development,"The advantages are a good name, nice parties, the car. The facilities and the fact that you can rely on other department.","Former Employee, more than 3 years",3.0,3.375,,3.625,3.125,3.25,lux,pwc
2019-02-27,Anonymous Employee in Luxembourg,1.0,1.0,1.0,,1.0,2.0,1.0,O,O,O,"Lack of respect, harassment. Does not respect the values that the company exposes. 
And the company covers the misbehaviors of the Partners !",Lack of ethic,The Network and brand name,"Current Employee, more than 1 year",2.5,2.875,,3.125,2.75,2.75,lux,pwc
2019-03-04,Senior Manager in Luxembourg,3.0,1.0,4.0,,3.0,2.0,2.0,-,-,V,Parking for junior staff is hard,Good for kick start in career,"Nice office, nice vibe! Good crowd","Current Employee, more than 1 year",2.25,2.75,,2.875,2.5,2.5,lux,pwc
2019-03-11,Anonymous Intern in Luxembourg,4.0,2.0,5.0,,4.0,3.0,4.0,V,V,V,-very hierarchical structures within department,Trainee in Advisory,-good internal structures and trainings,"Current Intern, less than 1 year",2.2222222222222223,3.0,,3.0,2.5555555555555554,2.6666666666666665,lux,pwc
2019-04-10,Associate in Luxembourg,4.0,3.0,4.0,,3.0,4.0,4.0,O,-,V,"It is an intense job, sometimes working extra hours for free",Nice place to work in you are young,"young people, very international, training, experience, iphone, party..","Current Employee, more than 1 year",2.3,3.1,,3.0,2.7,2.8,lux,pwc
2019-04-25,Personal Tax Manager in Luxembourg,4.0,4.0,1.0,,4.0,2.0,3.0,O,O,V,"There is a lot of administrative work and some
Pie pole are promoted for the wrong reasons while others are working really hard for not much.",Personal tax senior adviser,"Nice area of work, big teams, large scope of activities and possibility to grow within a big team. Very human topics as well and possibility to meet interesting clients.","Current Employee, more than 5 years",2.6,3.1,,3.3,2.8,3.0,lux,pwc
2019-05-16,Senior Associate in Luxembourg,3.0,2.0,3.0,,3.0,2.0,2.0,V,-,V,"Long hours, limited supervision, poor communication",Good place to gain some experience,Projects on which you can work,"Current Employee, more than 1 year",2.4,2.9,,3.3,2.8,2.9,lux,pwc
2019-05-20,Senior Consultant in Luxembourg,4.0,5.0,,,4.0,4.0,,V,O,V,"quite political sometimes
sometimes ""back office / Admin"" projects",Senior Consultant for PwC Luxembourg,"good colleagues
motivated teams
interesting projects
good growth opportunities","Current Employee, more than 3 years",2.7,2.888888888888889,,3.3,2.8,2.7777777777777777,lux,pwc
2019-06-04,Senior Associate in Luxembourg,3.0,2.0,3.0,,4.0,2.0,3.0,-,O,O,Underpaid and year end rating not transparent,Good place to evolve,Multiple projects and multiple industries. A good place to learn especially on the soft skills side,"Current Employee, more than 3 years",2.7,3.111111111111111,,3.3,2.7,2.888888888888889,lux,pwc
2019-07-03,Marketing in Luxembourg,4.0,4.0,5.0,,3.0,2.0,4.0,V,-,V,Not much chance to travel or follow projects abroad,Great culture,You can follow different projects and be involved with responsability,"Current Employee, more than 1 year",2.8,3.111111111111111,,3.2,2.6,2.888888888888889,lux,pwc
2019-07-17,Intern in Luxembourg,4.0,3.0,2.0,,3.0,3.0,4.0,-,-,V,Competitive atmosphere among younger employees,Intern,"Great mentorship
Interesting diverse work 
Ok working hours
Good management",Former Employee,2.7,3.111111111111111,,3.2,2.6,3.0,lux,pwc
2019-07-18,Advisor in Luxembourg,3.0,4.0,3.0,,3.0,2.0,1.0,-,O,X,"Low salary 
Management 
Too much politics",Too formalised and too much politics,Young colleagues and events,"Current Employee, more than 3 years",3.0,3.3333333333333335,,3.4,2.6,3.0,lux,pwc
2019-08-23,Senior Auditor in Luxembourg,3.0,1.0,2.0,,4.0,2.0,3.0,X,O,X,"One of the worst work-life balance places to work at. Very long working hours with a lot of overtime which in the most of the cases is not recorded, otherwise you get bad feedback and end up in a worst place. Advancement and bonuses are never clear, as the management decides when and how much, basically depending if they need you that year or not. A place where partners push managers to bring results without much budget costs, managers press seniors to not record hours and show fake super increased efficiency, seniors are in a position to do the same with juniors in order to cope with management requirement.",One of the best places to learn. Worst place for work-life balance,You advance in career very fast (every year you have a chance to rise in career level). Continuous development and the diversity of clients contributes to your skills. From Big4 you can switch easily to another employer. Great hard-working colleagues and skilled team members.,"Former Employee, more than 3 years",3.0,3.111111111111111,,3.5,2.6,3.111111111111111,lux,pwc
